"","text","created_at","retweet_count","favorite_count","clean","sent.value","category","response","month","year"
"182","Can't believe Major League Baseball just rejected @PeteRose_14 for the Hall of Fame. He's paid the price. So ridiculous - let him in!",2015-12-14,5567,10315,"Can't believe Major League Baseball just rejected @PeteRose_14 for the Hall of Fame. He's paid the price. So ridiculous - let him in!",-0.35,"neutral",15882,2015-12-01,2015-01-01
"184",".@PatrickBuchanan was great on @TeamCavuto @FoxNews. Thank you Pat! #Tump2016",2015-12-14,940,2630,".@PatrickBuchanan was great on @TeamCavuto @FoxNews. Thank you Pat! #Tump2016",1,"neutral",3570,2015-12-01,2015-01-01
"185","Thank you @WayneAllynRoot.Very nice! #Trump2016 https://t.co/cgdLz26mdA",2015-12-14,729,1949,"Thank you @WayneAllynRoot.Very nice! #Trump2016 https://t.co/cgdLz26mdA",0.9,"neutral",2678,2015-12-01,2015-01-01
"187","Record of Health: https://t.co/ZDDDawwYVl#MakeAmericaGreatAgain #Trump2016",2015-12-14,941,2553,"Record of Health: https://t.co/ZDDDawwYVl#MakeAmericaGreatAgain #Trump2016",-0.1,"neutral",3494,2015-12-01,2015-01-01
"188","#MakeAmericaGreatAgain #Trump2016https://t.co/vqrkZwc2ae https://t.co/vz73TaAjjc",2015-12-14,2387,5053,"#MakeAmericaGreatAgain #Trump2016https://t.co/vqrkZwc2ae https://t.co/vz73TaAjjc",-0.1,"neutral",7440,2015-12-01,2015-01-01
"189","EXCLUSIVE: Newt Gingrich: ‘The Country Is in Rebellion’ Trump Can ‘Kick Down the Doors’ https://t.co/UwTKKhhO3C",2015-12-14,2077,4411,"EXCLUSIVE: Newt Gingrich: ‘The Country Is in Rebellion’ Trump Can ‘Kick Down the Doors’ https://t.co/UwTKKhhO3C",-0.95,"neutral",6488,2015-12-01,2015-01-01
"192","I was disappointed that Ted Cruz would speak behind my back get caught and then deny it. Well welcome to the wonderful world of politics!",2015-12-13,2521,6775,"I was disappointed that Ted Cruz would speak behind my back get caught and then deny it. Well welcome to the wonderful world of politics!",0.3,"neutral",9296,2015-12-01,2015-01-01
"193","I did interview with Chris Wallace of @FoxNews in order to be fair. He then puts on Rove Lane and Will three Trump bashers to discuss.",2015-12-13,1550,3514,"I did interview with Chris Wallace of @FoxNews in order to be fair. He then puts on Rove Lane and Will three Trump bashers to discuss.",0.65,"neutral",5064,2015-12-01,2015-01-01
"197","People that have read it tell me that @KarlRove book is terrible (and boring). Save your money! @FoxNews should can him no credibility!",2015-12-13,1367,3474,"People that have read it tell me that @KarlRove book is terrible (and boring). Save your money! @FoxNews should can him no credibility!",0.35,"neutral",4841,2015-12-01,2015-01-01
"198","Chris Wallace @fox at 10:00 A.M.",2015-12-13,579,1566,"Chris Wallace @fox at 10:00 A.M.",0,"neutral",2145,2015-12-01,2015-01-01
"199","#MakeAmericaGreatAgain #Trump2016https://t.co/UB7Fx7A835 https://t.co/iWcW5kfI9i",2015-12-13,2476,5855,"#MakeAmericaGreatAgain #Trump2016https://t.co/UB7Fx7A835 https://t.co/iWcW5kfI9i",-0.1,"neutral",8331,2015-12-01,2015-01-01
"200",".@CNN @jaketapper at 9:00 A.M.",2015-12-13,532,1577,".@CNN @jaketapper at 9:00 A.M.",0,"neutral",2109,2015-12-01,2015-01-01
"202",".@Peggynoonannyc Interesting article but I will beat Hillary easily. People that have given up on the system will come out to vote for me!",2015-12-13,1363,3965,".@Peggynoonannyc Interesting article but I will beat Hillary easily. People that have given up on the system will come out to vote for me!",0.75,"neutral",5328,2015-12-01,2015-01-01
"204","I will be interviewed on @jaketapper @CNN at 9:00 A.M. and Fox News Sunday with Chris Wallace at 10:O0  A.M. CNN Iowa Poll -13 point lead!",2015-12-13,1034,2669,"I will be interviewed on @jaketapper @CNN at 9:00 A.M. and Fox News Sunday with Chris Wallace at 10:O0 A.M. CNN Iowa Poll -13 point lead!",0,"neutral",3703,2015-12-01,2015-01-01
"205","I will be on CNN's - State of the Union tomorrow morning at 9amE. https://t.co/VgxjEVFGJK https://t.co/svQQhAHBow",2015-12-12,1367,3566,"I will be on CNN's - State of the Union tomorrow morning at 9amE. https://t.co/VgxjEVFGJK https://t.co/svQQhAHBow",0,"neutral",4933,2015-12-01,2015-01-01
"206","New CNN Iowa poll --- Trump 33 Cruz 20. Everyone else way down! Don't trust Des Moines Register poll- biased towards Trump!",2015-12-12,2314,5046,"New CNN Iowa poll --- Trump 33 Cruz 20. Everyone else way down! Don't trust Des Moines Register poll- biased towards Trump!",0.2,"neutral",7360,2015-12-01,2015-01-01
"207","Thank you General. #Trump2016 https://t.co/FCrYNoqYTb",2015-12-12,2928,5997,"Thank you General. #Trump2016 https://t.co/FCrYNoqYTb",0.8,"neutral",8925,2015-12-01,2015-01-01
"208","A great afternoon. Thank you South Carolina! #MakeAmericaGreatAgain #Trump2016 https://t.co/iOnhK3l3xU https://t.co/EtpzrfChMZ",2015-12-12,1943,4575,"A great afternoon. Thank you South Carolina! #MakeAmericaGreatAgain #Trump2016 https://t.co/iOnhK3l3xU https://t.co/EtpzrfChMZ",0.9,"neutral",6518,2015-12-01,2015-01-01
"209","Reports say #ISIS now has a passport machine to have its believers infiltrate our country. I told you so. https://t.co/LRPDW10zwl",2015-12-12,3812,5726,"Reports say #ISIS now has a passport machine to have its believers infiltrate our country. I told you so. https://t.co/LRPDW10zwl",0.8,"neutral",9538,2015-12-01,2015-01-01
"210","John Podesta says nominee will be Cruz b/c last person Hillary wants to face is Trump! Use your head folks! 46-41! https://t.co/K2XzwZygYk",2015-12-12,3844,8624,"John Podesta says nominee will be Cruz b/c last person Hillary wants to face is Trump! Use your head folks! 46-41! https://t.co/K2XzwZygYk",-0.1,"neutral",12468,2015-12-01,2015-01-01
"213","Thank you! #Trump2016https://t.co/0DA5isXMRz https://t.co/ENjJkTEQIJ",2015-12-12,2977,5794,"Thank you! #Trump2016https://t.co/0DA5isXMRz https://t.co/ENjJkTEQIJ",0.4,"neutral",8771,2015-12-01,2015-01-01
"214","I will be interviewed on @foxandfriends at 8:00 A.M. So much to talk about!",2015-12-12,832,2835,"I will be interviewed on @foxandfriends at 8:00 A.M. So much to talk about!",0.15,"neutral",3667,2015-12-01,2015-01-01
"216","Just got back from Iowa great people!",2015-12-12,1310,4927,"Just got back from Iowa great people!",0.5,"neutral",6237,2015-12-01,2015-01-01
"220","Thank you @SeanHannity &amp; @BoDiet! #MakeAmericaGreatAgain",2015-12-12,828,3114,"Thank you @SeanHannity &amp; @BoDiet! #MakeAmericaGreatAgain",0.5,"neutral",3942,2015-12-01,2015-01-01
"222","I will not let you down! #Trump2016 #MakeAmericaGreatAgain https://t.co/3bbHsaGSUm https://t.co/IKXGxoi0lA",2015-12-11,2438,6162,"I will not let you down! #Trump2016 #MakeAmericaGreatAgain https://t.co/3bbHsaGSUm https://t.co/IKXGxoi0lA",-0.1,"neutral",8600,2015-12-01,2015-01-01
"223","Tom Ridge is a failed 'Bushy' &amp; PA Governor. Him &amp; his friend @KarlRove shouldn't be allowed to do their bias commentary- nobody listens!",2015-12-11,1374,3813,"Tom Ridge is a failed 'Bushy' &amp; PA Governor. Him &amp; his friend @KarlRove shouldn't be allowed to do their bias commentary- nobody listens!",-0.45,"neutral",5187,2015-12-01,2015-01-01
"224","Tom Ridge should be focused on trying to bring the party together rather than ripping it apart w/ your faulty thought process. I will win!",2015-12-11,1608,4411,"Tom Ridge should be focused on trying to bring the party together rather than ripping it apart w/ your faulty thought process. I will win!",0.6,"neutral",6019,2015-12-01,2015-01-01
"225","Never get good #'s from failing Des Moines Register/Bloomberg. I think something's going on w/them. Up 13 in IA according to respected CNN.",2015-12-11,976,2808,"Never get good #'s from failing Des Moines Register/Bloomberg. I think something's going on w/them. Up 13 in IA according to respected CNN.",1,"neutral",3784,2015-12-01,2015-01-01
"228",".@chucktodd is a nice guy  but just hopeless. He knows so little about politics and in particular winning!  I fixed his rating problem.",2015-12-11,1406,4225,".@chucktodd is a nice guy but just hopeless. He knows so little about politics and in particular winning! I fixed his rating problem.",-0.5,"neutral",5631,2015-12-01,2015-01-01
"229",".@Morning_Joe just went off the rails. I will beat Hillary easily - she does not want to run against me. I am tuning them out waste of time",2015-12-11,1771,4930,".@Morning_Joe just went off the rails. I will beat Hillary easily - she does not want to run against me. I am tuning them out waste of time",-0.75,"neutral",6701,2015-12-01,2015-01-01
"230",".@tedcruz should not make statements behind closed doors to his bosses he should bring them out into the open - more fun that way!",2015-12-11,1817,4652,".@tedcruz should not make statements behind closed doors to his bosses he should bring them out into the open - more fun that way!",0.75,"neutral",6469,2015-12-01,2015-01-01
"236","In Britain more Muslims join ISIS than join the British army.https://t.co/LQVNz7b2Eb",2015-12-11,4325,5489,"In Britain more Muslims join ISIS than join the British army.https://t.co/LQVNz7b2Eb",0.25,"neutral",9814,2015-12-01,2015-01-01
"239","Why Franklin Graham says Donald Trump is right about stopping Muslim immigration  https://t.co/iVPJcDQLeO",2015-12-10,3039,5369,"Why Franklin Graham says Donald Trump is right about stopping Muslim immigration https://t.co/iVPJcDQLeO",0.3,"neutral",8408,2015-12-01,2015-01-01
"240","Establishment flunky @KarlRove is going crazy with the just released CBS poll that has me way ahead. New Fox poll has me beating Hillary.",2015-12-10,2491,5760,"Establishment flunky @KarlRove is going crazy with the just released CBS poll that has me way ahead. New Fox poll has me beating Hillary.",0.35,"neutral",8251,2015-12-01,2015-01-01
"242","Thank you for your support! Being #PoliticallyCorrect will NOT #MakeAmericaGreatAgain! https://t.co/lC9l8PnRZX https://t.co/yOJTHcSPJo",2015-12-10,4934,9847,"Thank you for your support! Being #PoliticallyCorrect will NOT #MakeAmericaGreatAgain! https://t.co/lC9l8PnRZX https://t.co/yOJTHcSPJo",1,"neutral",14781,2015-12-01,2015-01-01
"244","The politicians of the U.K. should watch Katie Hopkins of Daily https://t.co/LgtY0qdv9U on @FoxNews. Many people in the U.K. agree with me!",2015-12-10,2037,4429,"The politicians of the U.K. should watch Katie Hopkins of Daily https://t.co/LgtY0qdv9U on @FoxNews. Many people in the U.K. agree with me!",0.5,"neutral",6466,2015-12-01,2015-01-01
"246","The United Kingdom is trying hard to disguise their massive  Muslim problem. Everybody is wise to what is happening very sad! Be honest.",2015-12-10,6028,9936,"The United Kingdom is trying hard to disguise their massive Muslim problem. Everybody is wise to what is happening very sad! Be honest.",0,"neutral",15964,2015-12-01,2015-01-01
"247","I have decided to postpone my trip to Israel and to schedule my meeting with @Netanyahu at a later date after I become President of the U.S.",2015-12-10,5741,10946,"I have decided to postpone my trip to Israel and to schedule my meeting with @Netanyahu at a later date after I become President of the U.S.",-0.5,"neutral",16687,2015-12-01,2015-01-01
"249","I will be interviewed on @foxandfriends this morning at 7:30. So much to talk about!",2015-12-10,853,3172,"I will be interviewed on @foxandfriends this morning at 7:30. So much to talk about!",0.15,"neutral",4025,2015-12-01,2015-01-01
"250","Wow my poll numbers have just been announced and have gone through the roof!",2015-12-10,2990,7749,"Wow my poll numbers have just been announced and have gone through the roof!",0.5,"neutral",10739,2015-12-01,2015-01-01
"253","Great interview tonight @donlemon - very professionally done. @CNN",2015-12-10,887,3034,"Great interview tonight @donlemon - very professionally done. @CNN",0.5,"neutral",3921,2015-12-01,2015-01-01
"255","Great leaders listen to and support law enforcement officials. Police discuss no-go areas: https://t.co/hEM6UGuiTs https://t.co/VmkTnHcwto",2015-12-10,3026,6098,"Great leaders listen to and support law enforcement officials. Police discuss no-go areas: https://t.co/hEM6UGuiTs https://t.co/VmkTnHcwto",0.25,"neutral",9124,2015-12-01,2015-01-01
"258",".@donlemon on @CNN at 10:00 P.M.",2015-12-10,688,1866,".@donlemon on @CNN at 10:00 P.M.",0,"neutral",2554,2015-12-01,2015-01-01
"259","Thank you for all of your support South Carolina! #Trump2016 https://t.co/JWFE5tDg50",2015-12-09,2391,6434,"Thank you for all of your support South Carolina! #Trump2016 https://t.co/JWFE5tDg50",0.9,"neutral",8825,2015-12-01,2015-01-01
"260","I am interviewed on the  @oreillyfactor tonight at 8:00. Then at 10:00 I am interviewed by @donlemon on @CNN. Enjoy!",2015-12-09,1237,3895,"I am interviewed on the @oreillyfactor tonight at 8:00. Then at 10:00 I am interviewed by @donlemon on @CNN. Enjoy!",0.5,"neutral",5132,2015-12-01,2015-01-01
"262"," Haim Saban: Hillary Clinton’s Top Hollywood Donor Demands Racial Profiling of Muslims   https://t.co/d99X4O9ysG",2015-12-09,2169,3577," Haim Saban: Hillary Clinton’s Top Hollywood Donor Demands Racial Profiling of Muslims https://t.co/d99X4O9ysG",-0.4,"neutral",5746,2015-12-01,2015-01-01
"263","The police in London say I’m right. Major article in Daily Mail. “We can’t wear uniform in our own cars.”  https://t.co/xok4UTsXaN",2015-12-09,3847,5762,"The police in London say I’m right. Major article in Daily Mail. “We can’t wear uniform in our own cars.” https://t.co/xok4UTsXaN",0.95,"neutral",9609,2015-12-01,2015-01-01
"264","Thank you @JebBush- you finally get it! https://t.co/QXqHpAH4jo",2015-12-09,1602,4236,"Thank you @JebBush- you finally get it! https://t.co/QXqHpAH4jo",0.9,"neutral",5838,2015-12-01,2015-01-01
"265","Thank you Piers they don't know what they're getting into.  https://t.co/UvKt1Go6nT",2015-12-09,3210,6977,"Thank you Piers they don't know what they're getting into. https://t.co/UvKt1Go6nT",0.5,"neutral",10187,2015-12-01,2015-01-01
"268","Rupert Murdoch Defends Trump: 'Complete Refugee Pause' Makes Sense'  https://t.co/HWOLO4RVAC",2015-12-09,2389,4519,"Rupert Murdoch Defends Trump: 'Complete Refugee Pause' Makes Sense' https://t.co/HWOLO4RVAC",-0.1,"neutral",6908,2015-12-01,2015-01-01
"269","I told you @TIME Magazine would never pick me as person of the year despite being the big favorite They picked person who is ruining Germany",2015-12-09,5118,8499,"I told you @TIME Magazine would never pick me as person of the year despite being the big favorite They picked person who is ruining Germany",0.25,"neutral",13617,2015-12-01,2015-01-01
"271","The last person corrupt Hillary Clinton wants to run against is Donald J. Trump. I'll end up beating her in every state. New Fox Poll-Trump!",2015-12-09,2682,6433,"The last person corrupt Hillary Clinton wants to run against is Donald J. Trump. I'll end up beating her in every state. New Fox Poll-Trump!",-0.3,"neutral",9115,2015-12-01,2015-01-01
"272","The failing @nytimes does not mention the new @CNN Poll that has me leading Iowa by a massive 13 points - I am at 33%. Maggie Haberman sad!",2015-12-09,1638,4208,"The failing @nytimes does not mention the new @CNN Poll that has me leading Iowa by a massive 13 points - I am at 33%. Maggie Haberman sad!",-0.2,"neutral",5846,2015-12-01,2015-01-01
"275","Our country is facing a major threat from radical Islamic terrorism. We better get very smart and very tough FAST before it is too late!",2015-12-09,7696,14971,"Our country is facing a major threat from radical Islamic terrorism. We better get very smart and very tough FAST before it is too late!",-0.4,"neutral",22667,2015-12-01,2015-01-01
